ID;ACCESSION;DEFINITION;VERSION;REFERENCE;ORGANISM;AUTHORS;TITLE;Assembly Method;Sequencing Technology;Location/Qualifiers;mol_type;strain;host;geo_loc_name;collection_date;Date_Soumission
KY885739.1;"KY885739
";"Coxsackievirus A21 isolate JX196/2013 VP1 gene, partial cds.
";"KY885739.1
";"1  (bases 1 to 292)
";"Coxsackievirus A21
";"Jianxiong,L., Tian,G., Yong,S. and Ying,X.
";"Direct Submission
";NA;NA;"         1..292
";"""genomic RNA""";NA;"""Homo sapiens""";"""China""";"""31-Dec-2016""";"18-MAR-2018
"
KY885738.1;"KY885738
";"Coxsackievirus A21 isolate JX513/2010 VP1 gene, partial cds.
";"KY885738.1
";"1  (bases 1 to 292)
";"Coxsackievirus A21
";"Jianxiong,L., Tian,G., Yong,S. and Ying,X.
";"Direct Submission
";NA;NA;"         1..292
";"""genomic RNA""";NA;"""Homo sapiens""";"""China""";"""31-Dec-2016""";"18-MAR-2018
"
KY885737.1;"KY885737
";"Coxsackievirus A20 isolate JX2894/2014 VP1 gene, partial cds.
";"KY885737.1
";"1  (bases 1 to 302)
";"Coxsackievirus A20
";"Jianxiong,L., Tian,G., Yong,S. and Ying,X.
";"Direct Submission
";NA;NA;"         1..302
";"""genomic RNA""";NA;"""Homo sapiens""";"""China""";"""31-Dec-2016""";"18-MAR-2018
"
KY885736.1;"KY885736
";"Coxsackievirus A20 isolate JX301/2013 VP1 gene, partial cds.
";"KY885736.1
";"1  (bases 1 to 302)
";"Coxsackievirus A20
";"Jianxiong,L., Tian,G., Yong,S. and Ying,X.
";"Direct Submission
";NA;NA;"         1..302
";"""genomic RNA""";NA;"""Homo sapiens""";"""China""";"""31-Dec-2016""";"18-MAR-2018
"
AB828290.1;"AB828290
";"Coxsackievirus A19 gene for polyprotein, complete cds, strain:
";"AB828290.1
";"1
";"Coxsackievirus A19
";"Iritani,N., Kaida,A., Abe,N., Kubo,H., Sekiguchi,J., Yamamoto,S.P.,
";"Detection and genetic characterization of human enteric viruses in
";NA;NA;"         1..7032
";"""genomic RNA""";"""OC01017025e""";"""Homo sapiens""";"""Japan:Osaka City""";"""2001""";"08-FEB-2018
"
AB828288.1;"AB828288
";"Coxsackievirus A19 gene for polyprotein, VP4, VP2, VP3, VP1 region,
";"AB828288.1
";"1
";"Coxsackievirus A19
";"Iritani,N., Kaida,A., Abe,N., Kubo,H., Sekiguchi,J., Yamamoto,S.P.,
";"Detection and genetic characterization of human enteric viruses in
";NA;NA;"         1..2541
";"""genomic RNA""";"""OC01017022e""";"""Homo sapiens""";"""Japan:Osaka City""";"""2001""";"08-FEB-2018
"
AB828287.1;"AB828287
";"Coxsackievirus A1 gene for polyprotein, VP1 region, partial cds,
";"AB828287.1
";"1
";"Coxsackievirus A1
";"Iritani,N., Kaida,A., Abe,N., Kubo,H., Sekiguchi,J., Yamamoto,S.P.,
";"Detection and genetic characterization of human enteric viruses in
";NA;NA;"         1..325
";"""genomic RNA""";"""OC01017019e""";"""Homo sapiens""";"""Japan:Osaka City""";"""2001""";"08-FEB-2018
"
AB828286.1;"AB828286
";"Coxsackievirus A1 gene for polyprotein, VP1 region, partial cds,
";"AB828286.1
";"1
";"Coxsackievirus A1
";"Iritani,N., Kaida,A., Abe,N., Kubo,H., Sekiguchi,J., Yamamoto,S.P.,
";"Detection and genetic characterization of human enteric viruses in
";NA;NA;"         1..325
";"""genomic RNA""";"""OC01017015e""";"""Homo sapiens""";"""Japan:Osaka City""";"""2001""";"08-FEB-2018
"
MG272373.1;"MG272373
";"Coxsackievirus A24 isolate 73-17674 VP1 mRNA, partial cds.
";"MG272373.1
";"1  (bases 1 to 915)
";"Coxsackievirus A24
";"Baggen,J., Hurdiss,D.L., Zocher,G., Mistry,N., Roberts,R.W.,
";"Role of enhanced receptor engagement in the evolution of a pandemic
";NA;"Sanger dideoxy sequencing
";"         1..915
";"""mRNA""";NA;"""Homo sapiens""";"""Netherlands""";"""30-Sep-1973""";"10-JAN-2018
"
MF153544.1;"MF153544
";"Coxsackievirus A1 isolate J_112 5' UTR.
";"MF153544.1
";"1  (bases 1 to 336)
";"Coxsackievirus A1
";"Itta,K.C., Roy,S., Jali,S. and Anundahakar,C.
";"Etiology of viral gastroenteritis in hospitalized children less
";NA;"Sanger dideoxy sequencing
";"         1..336
";"""genomic RNA""";NA;"""Homo sapiens""";"""India""";"""06-Nov-2014""";"20-DEC-2017
"
MF153543.1;"MF153543
";"Coxsackievirus A22 isolate J_148 5' UTR.
";"MF153543.1
";"1  (bases 1 to 336)
";"Coxsackievirus A22
";"Itta,K.C., Roy,S., Jali,S. and Anundahakar,C.
";"Etiology of viral gastroenteritis in hospitalized children less
";NA;"Sanger dideoxy sequencing
";"         1..336
";"""genomic RNA""";NA;"""Homo sapiens""";"""India""";"""21-May-2014""";"20-DEC-2017
"
MF153542.1;"MF153542
";"Coxsackievirus A22 isolate J_181 5' UTR.
";"MF153542.1
";"1  (bases 1 to 337)
";"Coxsackievirus A22
";"Itta,K.C., Roy,S., Jali,S. and Anundahakar,C.
";"Etiology of viral gastroenteritis in hospitalized children less
";NA;"Sanger dideoxy sequencing
";"         1..337
";"""genomic RNA""";NA;"""Homo sapiens""";"""India""";"""08-Jul-2014""";"20-DEC-2017
"
MF153541.1;"MF153541
";"Coxsackievirus A19 isolate J_165 5' UTR.
";"MF153541.1
";"1  (bases 1 to 336)
";"Coxsackievirus A19
";"Itta,K.C., Roy,S., Jali,S. and Anundahakar,C.
";"Etiology of viral gastroenteritis in hospitalized children less
";NA;"Sanger dideoxy sequencing
";"         1..336
";"""genomic RNA""";NA;"""Homo sapiens""";"""India""";"""23-Aug-2014""";"20-DEC-2017
"
MF153540.1;"MF153540
";"Coxsackievirus A22 isolate J_155 5' UTR.
";"MF153540.1
";"1  (bases 1 to 338)
";"Coxsackievirus A22
";"Itta,K.C., Roy,S., Jali,S. and Anundahakar,C.
";"Etiology of viral gastroenteritis in hospitalized children less
";NA;"Sanger dideoxy sequencing
";"         1..338
";"""genomic RNA""";NA;"""Homo sapiens""";"""India""";"""17-Jul-2014""";"20-DEC-2017
"
MF153539.1;"MF153539
";"Coxsackievirus A22 isolate K_573 5' UTR.
";"MF153539.1
";"1  (bases 1 to 337)
";"Coxsackievirus A22
";"Itta,K.C., Roy,S., Jali,S. and Anundahakar,C.
";"Etiology of viral gastroenteritis in hospitalized children less
";NA;"Sanger dideoxy sequencing
";"         1..337
";"""genomic RNA""";NA;"""Homo sapiens""";"""India""";"""02-Aug-2014""";"20-DEC-2017
"
MF153508.1;"MF153508
";"Coxsackievirus A19 isolate J_369 5' UTR.
";"MF153508.1
";"1  (bases 1 to 337)
";"Coxsackievirus A19
";"Itta,K.C., Roy,S., Jali,S. and Anundahakar,C.
";"Etiology of viral gastroenteritis in hospitalized children less
";NA;"Sanger dideoxy sequencing
";"         1..337
";"""genomic RNA""";NA;"""Homo sapiens""";"""India""";"""21-May-2015""";"20-DEC-2017
"
MF678294.1;"MF678294
";"Coxsackievirus A19 isolate NSW-V03-2008-CVA19, complete genome.
";"MF678294.1
";"1  (bases 1 to 6950)
";"Coxsackievirus A19
";"Isaacs,S.R., Kim,K.W., Cheng,J.X., Bull,R.A., Stelzer-Braid,S.J.,
";"Near full-length amplification and next generation sequencing for
";"Geneious v. 9.0.5
";"Illumina
";"         1..6950
";"""genomic RNA""";NA;"""Homo sapiens""";"""Australia""";"""2008""";"19-DEC-2017
"
MF160248.1;"MF160248
";"Coxsackievirus A21 strain USA/IL/2014-20884 polyprotein, VP4-VP2
";"MF160248.1
";"1  (bases 1 to 421)
";"Coxsackievirus A21
";"Prill,M.M., Dahl,R., Midgley,C., Chern,S.-W.W., Lu,X., Feikin,D.,
";"Severe Respiratory Illness Associated with Rhinovirus during the
";NA;"Sanger dideoxy sequencing
";"         1..421
";"""genomic RNA""";"""USA/IL/2014-20884""";"""Homo sapiens""";"""USA: IL""";"""05-Oct-2014""";"22-OCT-2017
"
MF160240.1;"MF160240
";"Coxsackievirus A21 strain USA/OH/2014-20818 polyprotein, VP4-VP2
";"MF160240.1
";"1  (bases 1 to 385)
";"Coxsackievirus A21
";"Prill,M.M., Dahl,R., Midgley,C., Chern,S.-W.W., Lu,X., Feikin,D.,
";"Severe Respiratory Illness Associated with Rhinovirus during the
";NA;"Sanger dideoxy sequencing
";"         1..385
";"""genomic RNA""";"""USA/OH/2014-20818""";"""Homo sapiens""";"""USA: OH""";"""29-Sep-2014""";"22-OCT-2017
"
MF160239.1;"MF160239
";"Coxsackievirus A21 strain USA/NC/2014-20806 polyprotein, VP4-VP2
";"MF160239.1
";"1  (bases 1 to 417)
";"Coxsackievirus A21
";"Prill,M.M., Dahl,R., Midgley,C., Chern,S.-W.W., Lu,X., Feikin,D.,
";"Severe Respiratory Illness Associated with Rhinovirus during the
";NA;"Sanger dideoxy sequencing
";"         1..417
";"""genomic RNA""";"""USA/NC/2014-20806""";"""Homo sapiens""";"""USA: NC""";"""22-Oct-2014""";"22-OCT-2017
"
MF160198.1;"MF160198
";"Coxsackievirus A21 strain USA/NV/2014-20605 polyprotein, VP1
";"MF160198.1
";"1  (bases 1 to 318)
";"Coxsackievirus A21
";"Prill,M.M., Dahl,R., Midgley,C., Chern,S.-W.W., Lu,X., Feikin,D.,
";"Severe Respiratory Illness Associated with Rhinovirus during the
";NA;"Sanger dideoxy sequencing
";"         1..318
";"""genomic RNA""";"""USA/NV/2014-20605""";"""Homo sapiens""";"""USA: NV""";"""30-Sep-2014""";"22-OCT-2017
"
MF189567.1;"MF189567
";"Coxsackievirus A24 strain UGA/2017-19538 polyprotein gene, partial
";"MF189567.1
";"1  (bases 1 to 7202)
";"Coxsackievirus A24
";"Ng,T.F., Montmayeur,A.M., Chern,S.-W. and Nix,A.
";"Advanced molecular detection of viral diseases
";"SPAdes v. 3.9
";"Illumina
";"         1..7202
";"""genomic RNA""";"""UGA/2017-19538""";"""Homo sapiens""";"""Uganda""";"""31-Jan-2017""";"16-SEP-2017
"
KY271947.1;"KY271947
";"Coxsackievirus A21 strain USA/TN/2015-OB2038, complete genome.
";"KY271947.1
";"1  (bases 1 to 7317)
";"Coxsackievirus A21
";"Marine,R., Castro,C.J., Diez-Valcarce,M., Collins,N., Vinje,J. and
";"Advanced molecular detection of viral diseases
";"SPAdes v. 3.6.2; Geneious v. R9
";"Illumina
";"         1..7317
";"""genomic RNA""";"""USA/TN/2015-OB2038""";"""Homo sapiens""";"""USA: TN""";"""31-May-2015""";"05-SEP-2017
"
JX513567.1;"JX513567
";"Human coxsackievirus A13 isolate KCD55 VP1 gene, partial cds.
";"JX513567.1
";"1  (bases 1 to 541)
";"Coxsackievirus A13
";"Rao,D.C., Ananda Babu,M., Raghavendra,A., Dhananjaya,D., Kumar,S.
";"Non-polio enteroviruses and their association with acute diarrhea
";NA;"Sanger dideoxy sequencing
";"         1..541
";"""genomic RNA""";NA;"""Homo sapiens""";"""India""";"""09-May-2010""";"14-AUG-2017
"
JX513566.1;"JX513566
";"Human coxsackievirus A13 isolate KCD54 VP1 gene, partial cds.
";"JX513566.1
";"1  (bases 1 to 527)
";"Coxsackievirus A13
";"Rao,D.C., Ananda Babu,M., Raghavendra,A., Dhananjaya,D., Kumar,S.
";"Non-polio enteroviruses and their association with acute diarrhea
";NA;"Sanger dideoxy sequencing
";"         1..527
";"""genomic RNA""";NA;"""Homo sapiens""";"""India""";"""09-May-2010""";"14-AUG-2017
"
JX513565.1;"JX513565
";"Human coxsackievirus A13 isolate KCD53 VP1 gene, partial cds.
";"JX513565.1
";"1  (bases 1 to 527)
";"Coxsackievirus A13
";"Rao,D.C., Ananda Babu,M., Raghavendra,A., Dhananjaya,D., Kumar,S.
";"Non-polio enteroviruses and their association with acute diarrhea
";NA;"Sanger dideoxy sequencing
";"         1..527
";"""genomic RNA""";NA;"""Homo sapiens""";"""India""";"""06-May-2010""";"14-AUG-2017
"
JX513564.1;"JX513564
";"Human coxsackievirus A13 isolate KCD48-3 VP1 gene, partial cds.
";"JX513564.1
";"1  (bases 1 to 296)
";"Coxsackievirus A13
";"Rao,D.C., Ananda Babu,M., Raghavendra,A., Dhananjaya,D., Kumar,S.
";"Non-polio enteroviruses and their association with acute diarrhea
";NA;"Sanger dideoxy sequencing
";"         1..296
";"""genomic RNA""";NA;"""Homo sapiens""";"""India""";"""04-May-2010""";"14-AUG-2017
"
KY774681.1;"KY774681
";"Coxsackievirus A24 isolate B3043 polyprotein gene, partial cds.
";"KY774681.1
";"1  (bases 1 to 626)
";"Coxsackievirus A24
";"Chansaenroj,J., Tuanthap,S., Thanusuwannasak,T., Duang-In,A.,
";"Human enteroviruses associated with and without diarrhea in
";NA;"Sanger dideoxy sequencing
";"         1..626
";"""genomic RNA""";NA;"""Homo sapiens""";"""Thailand""";"""15-Sep-2016""";"06-AUG-2017
"
KY079261.1;"KY079261
";"Coxsackievirus A22 isolate B1817 polyprotein gene, partial cds.
";"KY079261.1
";"1  (bases 1 to 589)
";"Coxsackievirus A22
";"Chansaenroj,J., Tuanthap,S., Thanusuwannasak,T., Duang-In,A.,
";"Human enteroviruses associated with and without diarrhea in
";NA;"Sanger dideoxy sequencing
";"         1..589
";"""genomic RNA""";NA;"""Homo sapiens""";"""Thailand""";"""17-Sep-2013""";"06-AUG-2017
"
KY079258.1;"KY079258
";"Coxsackievirus A22 isolate B1846 polyprotein gene, partial cds.
";"KY079258.1
";"1  (bases 1 to 587)
";"Coxsackievirus A22
";"Chansaenroj,J., Tuanthap,S., Thanusuwannasak,T., Duang-In,A.,
";"Human enteroviruses associated with and without diarrhea in
";NA;"Sanger dideoxy sequencing
";"         1..587
";"""genomic RNA""";NA;"""Homo sapiens""";"""Thailand""";"""18-Dec-2013""";"06-AUG-2017
"
KY079243.1;"KY079243
";"Coxsackievirus A22 isolate B1982 polyprotein gene, partial cds.
";"KY079243.1
";"1  (bases 1 to 593)
";"Coxsackievirus A22
";"Chansaenroj,J., Tuanthap,S., Thanusuwannasak,T., Duang-In,A.,
";"Human enteroviruses associated with and without diarrhea in
";NA;"Sanger dideoxy sequencing
";"         1..593
";"""genomic RNA""";NA;"""Homo sapiens""";"""Thailand""";"""05-Sep-2014""";"06-AUG-2017
"
KY079241.1;"KY079241
";"Coxsackievirus A19 isolate B1600 polyprotein gene, partial cds.
";"KY079241.1
";"1  (bases 1 to 582)
";"Coxsackievirus A19
";"Chansaenroj,J., Tuanthap,S., Thanusuwannasak,T., Duang-In,A.,
";"Human enteroviruses associated with and without diarrhea in
";NA;"Sanger dideoxy sequencing
";"         1..582
";"""genomic RNA""";NA;"""Homo sapiens""";"""Thailand""";"""21-Aug-2012""";"06-AUG-2017
"
KY079227.1;"KY079227
";"Coxsackievirus A1 isolate B1193 polyprotein gene, partial cds.
";"KY079227.1
";"1  (bases 1 to 591)
";"Coxsackievirus A1
";"Chansaenroj,J., Tuanthap,S., Thanusuwannasak,T., Duang-In,A.,
";"Human enteroviruses associated with and without diarrhea in
";NA;"Sanger dideoxy sequencing
";"         1..591
";"""genomic RNA""";NA;"""Homo sapiens""";"""Thailand""";"""05-Jul-2011""";"06-AUG-2017
"
KY079225.1;"KY079225
";"Coxsackievirus A1 isolate B1203 polyprotein gene, partial cds.
";"KY079225.1
";"1  (bases 1 to 586)
";"Coxsackievirus A1
";"Chansaenroj,J., Tuanthap,S., Thanusuwannasak,T., Duang-In,A.,
";"Human enteroviruses associated with and without diarrhea in
";NA;"Sanger dideoxy sequencing
";"         1..586
";"""genomic RNA""";NA;"""Homo sapiens""";"""Thailand""";"""09-Aug-2011""";"06-AUG-2017
"
KY079224.1;"KY079224
";"Coxsackievirus A1 isolate B1205 polyprotein gene, partial cds.
";"KY079224.1
";"1  (bases 1 to 579)
";"Coxsackievirus A1
";"Chansaenroj,J., Tuanthap,S., Thanusuwannasak,T., Duang-In,A.,
";"Human enteroviruses associated with and without diarrhea in
";NA;"Sanger dideoxy sequencing
";"         1..579
";"""genomic RNA""";NA;"""Homo sapiens""";"""Thailand""";"""18-Aug-2011""";"06-AUG-2017
"
KY079223.1;"KY079223
";"Coxsackievirus A1 isolate B1207 polyprotein gene, partial cds.
";"KY079223.1
";"1  (bases 1 to 579)
";"Coxsackievirus A1
";"Chansaenroj,J., Tuanthap,S., Thanusuwannasak,T., Duang-In,A.,
";"Human enteroviruses associated with and without diarrhea in
";NA;"Sanger dideoxy sequencing
";"         1..579
";"""genomic RNA""";NA;"""Homo sapiens""";"""Thailand""";"""22-Aug-2011""";"06-AUG-2017
"
KY079222.1;"KY079222
";"Coxsackievirus A1 isolate B1215 polyprotein gene, partial cds.
";"KY079222.1
";"1  (bases 1 to 417)
";"Coxsackievirus A1
";"Chansaenroj,J., Tuanthap,S., Thanusuwannasak,T., Duang-In,A.,
";"Human enteroviruses associated with and without diarrhea in
";NA;"Sanger dideoxy sequencing
";"         1..417
";"""genomic RNA""";NA;"""Homo sapiens""";"""Thailand""";"""28-Aug-2011""";"06-AUG-2017
"
KY079215.1;"KY079215
";"Coxsackievirus A24 isolate B930 polyprotein gene, partial cds.
";"KY079215.1
";"1  (bases 1 to 621)
";"Coxsackievirus A24
";"Chansaenroj,J., Tuanthap,S., Thanusuwannasak,T., Duang-In,A.,
";"Human enteroviruses associated with and without diarrhea in
";NA;"Sanger dideoxy sequencing
";"         1..621
";"""genomic RNA""";NA;"""Homo sapiens""";"""Thailand""";"""03-Dec-2010""";"06-AUG-2017
"
KY079196.1;"KY079196
";"Coxsackievirus A1 isolate B2070 polyprotein gene, partial cds.
";"KY079196.1
";"1  (bases 1 to 684)
";"Coxsackievirus A1
";"Chansaenroj,J., Tuanthap,S., Thanusuwannasak,T., Duang-In,A.,
";"Human enteroviruses associated with and without diarrhea in
";NA;"Sanger dideoxy sequencing
";"         1..684
";"""genomic RNA""";NA;"""Homo sapiens""";"""Thailand""";"""23-May-2015""";"06-AUG-2017
"
KY433695.1;"KY433695
";"Coxsackievirus A21 isolate 14-676 VP1 gene, partial cds.
";"KY433695.1
";"1  (bases 1 to 894)
";"Coxsackievirus A21
";"Fernandez-Garcia,M.D., Kebe,O., Fall,A.D. and Ndiaye,K.
";"Identification and molecular characterization of non-polio
";NA;"Sanger dideoxy sequencing
";"         1..894
";"""genomic RNA""";NA;"""Homo sapiens""";"""Senegal""";"""2014""";"03-JUL-2017
"
KY433693.1;"KY433693
";"Coxsackievirus A20 isolate 14-358 VP1 gene, partial cds.
";"KY433693.1
";"1  (bases 1 to 912)
";"Coxsackievirus A20
";"Fernandez-Garcia,M.D., Kebe,O., Fall,A.D. and Ndiaye,K.
";"Identification and molecular characterization of non-polio
";NA;"Sanger dideoxy sequencing
";"         1..912
";"""genomic RNA""";NA;"""Homo sapiens""";"""Niger""";"""2014""";"03-JUL-2017
"
KY433692.1;"KY433692
";"Coxsackievirus A20 isolate 13-085 VP1 gene, partial cds.
";"KY433692.1
";"1  (bases 1 to 912)
";"Coxsackievirus A20
";"Fernandez-Garcia,M.D., Kebe,O., Fall,A.D. and Ndiaye,K.
";"Identification and molecular characterization of non-polio
";NA;"Sanger dideoxy sequencing
";"         1..912
";"""genomic RNA""";NA;"""Homo sapiens""";"""Niger""";"""2013""";"03-JUL-2017
"
KX384964.1;"KX384964
";"Coxsackievirus A21 strain V16073(UC8)/Ft Jackson South Carolina
";"KX384964.1
";"1  (bases 1 to 7339)
";"Coxsackievirus A21
";"Hang,J., Vento,T.J., Norby,E.A., Jarman,R.G., Keiser,P.B.,
";"Adenovirus type 4 respiratory infections with a concurrent outbreak
";"Roche GS Data Analysis Software v. 2.9
";"Illumina
";"         1..7339
";"""genomic RNA""";"""V16073(UC8)/Ft Jackson South Carolina USA/2004""";"""Homo sapiens""";"""USA: Fort Jackson, SC""";"""2004""";"06-APR-2017
"
KX384963.1;"KX384963
";"Coxsackievirus A21 strain V12125(MSH6283)/Ft Jackson South Carolina
";"KX384963.1
";"1  (bases 1 to 7334)
";"Coxsackievirus A21
";"Hang,J., Vento,T.J., Norby,E.A., Jarman,R.G., Keiser,P.B.,
";"Adenovirus type 4 respiratory infections with a concurrent outbreak
";"Roche GS Data Analysis Software v. 2.9
";"Illumina
";"         1..7334
";"""genomic RNA""";NA;"""Homo sapiens""";"""USA: Fort Jackson, SC""";"""2000""";"06-APR-2017
"
KX384962.1;"KX384962
";"Coxsackievirus A21 strain 429/Ft Jackson South Carolina USA/1998,
";"KX384962.1
";"1  (bases 1 to 7346)
";"Coxsackievirus A21
";"Hang,J., Vento,T.J., Norby,E.A., Jarman,R.G., Keiser,P.B.,
";"Adenovirus type 4 respiratory infections with a concurrent outbreak
";"Roche GS Data Analysis Software v. 2.9
";"Illumina
";"         1..7346
";"""genomic RNA""";"""429/Ft Jackson South Carolina USA/1998""";"""Homo sapiens""";"""USA: Fort Jackson, SC""";"""1998""";"06-APR-2017
"
KX384961.1;"KX384961
";"Coxsackievirus A21 strain T197/Ft Jackson South Carolina USA/2002,
";"KX384961.1
";"1  (bases 1 to 7388)
";"Coxsackievirus A21
";"Hang,J., Vento,T.J., Norby,E.A., Jarman,R.G., Keiser,P.B.,
";"Adenovirus type 4 respiratory infections with a concurrent outbreak
";"Roche GS Data Analysis Software v. 2.9
";"Illumina
";"         1..7388
";"""genomic RNA""";"""T197/Ft Jackson South Carolina USA/2002""";"""Homo sapiens""";"""USA: Fort Jackson, SC""";"""29-Nov-2002""";"06-APR-2017
"
KY284011.1;"KY284011
";"Coxsackievirus A21 isolate 16SF042, complete sequence.
";"KY284011.1
";"1  (bases 1 to 7405)
";"Coxsackievirus A21
";"Zou,L., Yi,L., Wu,J., Song,Y., Huang,G., Zhang,X., Liang,L., Ni,H.,
";"A Cluster of Acute Respiratory Illness Associated with Human
";"Seqman v. 7.0
";"Sanger dideoxy sequencing
";"         1..7405
";"""genomic RNA""";NA;"""Homo sapiens""";"""China""";"""03-Mar-2016""";"15-MAR-2017
"
KX132136.1;"KX132136
";"Coxsackievirus A21 isolate 16SF045/GD-CHN/2016 VP1 gene, partial
";"KX132136.1
";"1  (bases 1 to 894)
";"Coxsackievirus A21
";"Zou,L., Yi,L., Song,Y., Huang,G., Zhang,X., Liang,L., Ni,H., Ke,C.,
";"A Cluster of Acute Respiratory Illness Associated with Human
";NA;"Sanger dideoxy sequencing
";"         1..894
";"""genomic RNA""";NA;"""Homo sapiens""";"""China""";"""03-Mar-2016""";"24-DEC-2016
"
KX132135.1;"KX132135
";"Coxsackievirus A21 isolate 16SF043/GD-CHN/2016 VP1 gene, partial
";"KX132135.1
";"1  (bases 1 to 894)
";"Coxsackievirus A21
";"Zou,L., Yi,L., Song,Y., Huang,G., Zhang,X., Liang,L., Ni,H., Ke,C.,
";"A Cluster of Acute Respiratory Illness Associated with Human
";NA;"Sanger dideoxy sequencing
";"         1..894
";"""genomic RNA""";NA;"""Homo sapiens""";"""China""";"""03-Mar-2016""";"24-DEC-2016
"
KX132134.1;"KX132134
";"Coxsackievirus A21 isolate 16SF042/GD-CHN/2016 VP1 gene, partial
";"KX132134.1
";"1  (bases 1 to 894)
";"Coxsackievirus A21
";"Zou,L., Yi,L., Song,Y., Huang,G., Zhang,X., Liang,L., Ni,H., Ke,C.,
";"A Cluster of Acute Respiratory Illness Associated with Human
";NA;"Sanger dideoxy sequencing
";"         1..894
";"""genomic RNA""";NA;"""Homo sapiens""";"""China""";"""03-Mar-2016""";"24-DEC-2016
"
